trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.49900099933366654, 'e': 0.4980000106665984}",20,0,-123.9189942761684,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
2,False,"{'a': 0.49800399467199574, 'e': 0.4960000853311488}",25,0,-128.694338583722,"{0: 14, 1: 3, 2: 5, 3: 2, 4: 1}",0
3,False,"{'a': 0.49700898202696764, 'e': 0.4940002879834121}",30,14,15.578887291994816,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
4,False,"{'a': 0.49601595741853033, 'e': 0.4920006825967689}",20,0,-97.30535458107632,"{0: 11, 1: 4, 2: 3, 3: 1, 4: 1}",0
5,False,"{'a': 0.49502491687458405, 'e': 0.49000133312003447}",20,0,-32.701632388528736,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
6,False,"{'a': 0.49403585643096526, 'e': 0.4880023034692821}",20,2,-7.021530096836597,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
7,False,"{'a': 0.49304877213143095, 'e': 0.4860036575196728}",25,0,-89.49169671191228,"{0: 18, 1: 0, 2: 5, 3: 1, 4: 1}",0
8,False,"{'a': 0.49206366002764257, 'e': 0.484005459097298}",20,0,-69.96319081397371,"{0: 12, 1: 1, 2: 6, 3: 1, 4: 0}",0
9,False,"{'a': 0.4910805161791504, 'e': 0.48200777197103506}",20,8,-3.460953031384597,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 0}",1
10,False,"{'a': 0.4900993366533776, 'e': 0.48001065984441815}",20,0,-131.483237886995,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 3}",0
11,False,"{'a': 0.489120117525605, 'e': 0.4780141863475271}",20,13,6.567891915504366,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
12,False,"{'a': 0.48814285487895465, 'e': 0.47601841502889564}",25,0,-102.93047596084686,"{0: 19, 1: 0, 2: 3, 3: 1, 4: 2}",0
13,False,"{'a': 0.4871675448043747, 'e': 0.47402340934744247}",30,0,-161.89735259046304,"{0: 22, 1: 2, 2: 2, 3: 0, 4: 4}",0
14,False,"{'a': 0.4861941834006234, 'e': 0.47202923266442653}",25,0,-32.64197377447896,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",0
15,False,"{'a': 0.4852227667742541, 'e': 0.47003594823542827}",20,2,-8.448104754142069,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
16,False,"{'a': 0.4842532910395988, 'e': 0.46804361920235926}",25,0,-65.04678342591296,"{0: 19, 1: 3, 2: 1, 3: 1, 4: 1}",0
17,False,"{'a': 0.4832857523187533, 'e': 0.4660523085855035}",25,4,5.165094144729884,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 0}",1
18,False,"{'a': 0.48232014674156154, 'e': 0.4640620792755912}",25,0,-120.53442159729113,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 2}",0
19,False,"{'a': 0.48135647044559976, 'e': 0.4620729940259065}",20,2,-0.2673598537312569,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
20,False,"{'a': 0.4803947195761616, 'e': 0.4600851154444343}",25,10,-32.33244126376325,"{0: 10, 1: 0, 2: 5, 3: 0, 4: 0}",1
21,False,"{'a': 0.47943489028624225, 'e': 0.4580985059860436}",30,14,-7.886787368042883,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
22,False,"{'a': 0.47847697873652334, 'e': 0.45611322794471443}",25,0,-98.55191139316742,"{0: 17, 1: 4, 2: 2, 3: 0, 4: 2}",0
23,False,"{'a': 0.47752098109535734, 'e': 0.45412934344580624}",25,17,-1.2561665354690879,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
24,False,"{'a': 0.47656689353875237, 'e': 0.4521469144383725}",20,0,-40.96612373315059,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
25,False,"{'a': 0.475614712250357, 'e': 0.45016600268752205}",20,6,-74.29683075233415,"{0: 9, 1: 0, 2: 3, 3: 1, 4: 1}",1
26,False,"{'a': 0.47466443342144476, 'e': 0.44818666976682975}",20,12,0.8379200527902653,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
27,False,"{'a': 0.47371605325089916, 'e': 0.4462089770507982}",20,0,-55.654527488710016,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
28,False,"{'a': 0.47276956794519814, 'e': 0.44423298570737235}",30,0,-75.27101882987112,"{0: 25, 1: 1, 2: 2, 3: 0, 4: 2}",0
29,False,"{'a': 0.47182497371839927, 'e': 0.44225875669050996}",30,16,-42.77557654737927,"{0: 9, 1: 0, 2: 4, 3: 1, 4: 0}",1
30,False,"{'a': 0.47088226679212436, 'e': 0.4402863507328071}",25,0,-55.36324853360041,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
31,False,"{'a': 0.46994144339554444, 'e': 0.43831582833818417}",25,0,-50.77692262959514,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 2}",0
32,False,"{'a': 0.46900249976536473, 'e': 0.4363472497746319}",20,0,-122.8887435057571,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
33,False,"{'a': 0.4680654321458094, 'e': 0.4343806750670184}",25,10,-73.16919872809724,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 2}",1
34,False,"{'a': 0.46713023678860677, 'e': 0.43241616398996263}",20,0,-9.694049830521736,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
35,False,"{'a': 0.46619690995297414, 'e': 0.43045377606077095}",35,0,-60.849801422883495,"{0: 26, 1: 3, 2: 4, 3: 2, 4: 0}",0
36,False,"{'a': 0.46526544790560287, 'e': 0.4284935705324441}",25,7,-11.021146027523713,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
37,False,"{'a': 0.4643358469206436, 'e': 0.4265356063867506}",30,18,-15.353869168721134,"{0: 8, 1: 2, 2: 2, 3: 0, 4: 0}",1
38,False,"{'a': 0.4634081032796911, 'e': 0.4245799423273734}",25,0,10.567978099286846,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
39,False,"{'a': 0.46248221327176964, 'e': 0.42262663677312706}",25,8,-15.235308483705225,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 0}",1
40,False,"{'a': 0.4615581731933179, 'e': 0.4206757478512505}",30,0,24.84844523786971,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 0}",0
41,False,"{'a': 0.46063597934817435, 'e': 0.4187273333907745}",20,14,-4.379630449358908,"{0: 4, 1: 1, 2: 1, 3: 0, 4: 0}",1
42,False,"{'a': 0.45971562804756233, 'e': 0.41678145091596663}",25,0,-67.44132112038938,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 2}",0
43,False,"{'a': 0.45879711561007547, 'e': 0.41483815763985465}",20,0,-2.012008342588711,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
44,False,"{'a': 0.4578804383616628, 'e': 0.4128975104578304}",20,8,-7.169797679670863,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 0}",1
45,False,"{'a': 0.4569655926356141, 'e': 0.41095956594133487}",30,3,-33.26672667600401,"{0: 23, 1: 1, 2: 2, 3: 0, 4: 1}",1
46,False,"{'a': 0.4560525747725452, 'e': 0.409024380331626}",30,0,-80.48530649514537,"{0: 22, 1: 1, 2: 5, 3: 1, 4: 1}",0
47,False,"{'a': 0.4551413811203835, 'e': 0.4070920095336312}",20,7,-61.4225292717915,"{0: 9, 1: 1, 2: 1, 3: 1, 4: 1}",1
48,False,"{'a': 0.4542320080343531, 'e': 0.40516250910988494}",25,10,-14.830659592472278,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 0}",1
49,False,"{'a': 0.45332445187696047, 'e': 0.4032359342745535}",20,10,13.923808912881341,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
50,False,"{'a': 0.45241870901797976, 'e': 0.401312339887548}",30,3,-81.2282614496635,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 2}",1
51,False,"{'a': 0.4515147758344384, 'e': 0.3993917804487256}",20,1,-28.520178532189078,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 1}",1
52,False,"{'a': 0.45061264871060236, 'e': 0.39747431009218226}",20,14,13.305728013672885,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
53,False,"{'a': 0.449712324037962, 'e': 0.3955599825806374}",30,20,-33.61423074261461,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
54,False,"{'a': 0.44881379821521744, 'e': 0.3936488512999091}",35,17,-39.94501143337677,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 1}",1
55,False,"{'a': 0.4479170676482641, 'e': 0.39174096925348567}",20,0,-151.5763455219543,"{0: 11, 1: 0, 2: 5, 3: 2, 4: 2}",0
56,False,"{'a': 0.4470221287501786, 'e': 0.3898363890571894}",25,8,-12.047372875878,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 0}",1
57,False,"{'a': 0.44612897794120415, 'e': 0.3879351629339386}",30,3,28.585509064538584,"{0: 26, 1: 0, 2: 1, 3: 0, 4: 0}",1
58,False,"{'a': 0.4452376116487363, 'e': 0.38603734270860346}",30,14,12.353699308384423,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
59,False,"{'a': 0.4443480263073087, 'e': 0.38414297980296164}",25,10,-21.416260466909076,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 1}",1
60,False,"{'a': 0.44346021835857874, 'e': 0.382252125230751}",30,23,12.08997134263139,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
61,False,"{'a': 0.44257418425131356, 'e': 0.3803648295928219}",30,0,-31.99885663578078,"{0: 23, 1: 3, 2: 3, 3: 1, 4: 0}",1
62,False,"{'a': 0.44168992044137545, 'e': 0.378481143072389}",20,9,-25.249663837200607,"{0: 8, 1: 0, 2: 2, 3: 1, 4: 0}",1
63,False,"{'a': 0.44080742339170803, 'e': 0.37660111543038466}",25,2,20.6034836832629,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
64,False,"{'a': 0.4399266895723219, 'e': 0.3747247960009127}",30,0,-13.987557479499161,"{0: 25, 1: 2, 2: 2, 3: 1, 4: 0}",0
65,False,"{'a': 0.43904771546028065, 'e': 0.3728522336868044}",20,15,11.492782486080124,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
66,False,"{'a': 0.4381704975396866, 'e': 0.37098347695527734}",20,1,-25.809887869932986,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 1}",1
67,False,"{'a': 0.437295032301667, 'e': 0.3691185738336976}",30,18,12.73183339887143,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
68,False,"{'a': 0.43642131624435965, 'e': 0.36725757190544506}",30,4,16.955117963527886,"{0: 24, 1: 1, 2: 1, 3: 0, 4: 0}",1
69,False,"{'a': 0.4355493458728992, 'e': 0.36540051830588316}",30,16,-41.39065059428568,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
70,False,"{'a': 0.43467911769940293, 'e': 0.3635474597184336}",20,0,-40.0536181500169,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
71,False,"{'a': 0.433810628242957, 'e': 0.3616984423707562}",25,0,10.217818146390943,"{0: 21, 1: 3, 2: 1, 3: 0, 4: 0}",0
72,False,"{'a': 0.4329438740296025, 'e': 0.3598535120310332}",25,5,-56.53053159459609,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",1
73,False,"{'a': 0.4320788515923214, 'e': 0.3580127140043605}",25,14,7.657080664651411,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
74,False,"{'a': 0.43121555747102275, 'e': 0.35617609312924436}",20,0,13.776837005963191,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
75,False,"{'a': 0.4303539882125289, 'e': 0.3543436937742046}",20,14,13.199168526696846,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
76,False,"{'a': 0.4294941403705617, 'e': 0.3525155598344841}",20,0,15.44799403071261,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
77,False,"{'a': 0.42863601050572875, 'e': 0.3506917347288657}",25,0,-52.40030169505538,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 2}",0
78,False,"{'a': 0.42777959518550923, 'e': 0.3488722613965949}",20,6,-72.70761326353215,"{0: 10, 1: 0, 2: 1, 3: 2, 4: 1}",1
79,False,"{'a': 0.42692489098424086, 'e': 0.3470571822944104}",25,9,24.799239294154955,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
80,False,"{'a': 0.4260718944831057, 'e': 0.3452465393936808}",20,15,9.85103472554763,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
81,False,"{'a': 0.4252206022701165, 'e': 0.3434403741776495}",25,0,16.319347558281333,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
82,False,"{'a': 0.4243710109401034, 'e': 0.3416387276387858}",30,15,19.562722836958933,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
83,False,"{'a': 0.4235231170946998, 'e': 0.33984164027624264}",25,9,-36.35523226328903,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 1}",1
84,False,"{'a': 0.4226769173423294, 'e': 0.3380491520934221}",20,5,24.37345159281094,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
85,False,"{'a': 0.42183240829819185, 'e': 0.33626130259564724}",30,21,-0.16031706974529958,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
86,False,"{'a': 0.42098958658424995, 'e': 0.33447813078794053}",20,10,-1.6426286436979984,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
87,False,"{'a': 0.4201484488292157, 'e': 0.33269967517290844}",30,20,5.932872073684342,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
88,False,"{'a': 0.419308991668537, 'e': 0.33092597374873256}",30,13,30.645373610539046,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
89,False,"{'a': 0.41847121174438406, 'e': 0.32915706400726674}",30,13,6.17694228409089,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
90,False,"{'a': 0.417635105705636, 'e': 0.3273929829322396}",20,16,9.512647052579041,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
91,False,"{'a': 0.41680067020786765, 'e': 0.32563376699756164}",20,2,17.856190232115424,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
92,False,"{'a': 0.4159679019133359, 'e': 0.323879452165739}",30,0,-92.37419114088088,"{0: 26, 1: 1, 2: 0, 3: 0, 4: 3}",0
93,False,"{'a': 0.4151367974909663, 'e': 0.3221300738863895}",20,0,-10.497945449968949,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
94,False,"{'a': 0.4143073536163403, 'e': 0.3203856670948646}",35,23,18.22335334308595,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
95,False,"{'a': 0.41347956697168115, 'e': 0.31864626621097436}",20,12,2.456568941044508,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
96,False,"{'a': 0.41265343424584117, 'e': 0.31691190513781486}",20,0,-22.459463609972232,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
97,False,"{'a': 0.41182895213428844, 'e': 0.31518261726069896}",20,16,8.048246502737307,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
98,False,"{'a': 0.41100611733909326, 'e': 0.3134584354461889}",25,2,-25.04440875595586,"{0: 19, 1: 1, 2: 1, 3: 2, 4: 0}",1
99,False,"{'a': 0.41018492656891553, 'e': 0.31173939204123047}",25,13,-16.463185868276238,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
100,False,"{'a': 0.4093653765389909, 'e': 0.3100255188723875}",20,15,10.852578657256586,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
101,False,"{'a': 0.4085474639711183, 'e': 0.30831684724517716}",20,0,-50.19031780229468,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
102,False,"{'a': 0.40773118559364635, 'e': 0.3066134079435042}",30,0,-13.729791935485226,"{0: 26, 1: 0, 2: 3, 3: 1, 4: 0}",0
103,False,"{'a': 0.40691653814146034, 'e': 0.30491523122919484}",25,0,-80.765003632843,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 2}",0
104,False,"{'a': 0.4061035183559695, 'e': 0.3032223468416273}",20,13,-39.90027919769163,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 1}",1
105,False,"{'a': 0.40529212298509354, 'e': 0.30153478399746125}",20,0,-18.37060413624058,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
106,False,"{'a': 0.4044823487832499, 'e': 0.29985257139046295}",20,12,-12.0648356027589,"{0: 5, 1: 2, 2: 1, 3: 0, 4: 0}",1
107,False,"{'a': 0.40367419251134073, 'e': 0.2981757371914264}",30,17,6.791524503023213,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
108,False,"{'a': 0.4028676509367398, 'e': 0.2965043090481889}",25,16,-27.861443180505276,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
109,False,"{'a': 0.4020627208332798, 'e': 0.29483831408574146}",20,8,-32.51542492545909,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
110,False,"{'a': 0.40125939898123925, 'e': 0.2931777789064324}",30,0,7.161575740027399,"{0: 27, 1: 1, 2: 1, 3: 1, 4: 0}",0
111,False,"{'a': 0.4004576821673296, 'e': 0.29152272959026204}",25,4,-2.8635412594072767,"{0: 17, 1: 2, 2: 2, 3: 0, 4: 0}",1
112,False,"{'a': 0.39965756718468254, 'e': 0.28987319169527037}",20,0,-25.59796905094248,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
113,False,"{'a': 0.3988590508328371, 'e': 0.2882291902580142}",20,13,-10.979907920238894,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
114,False,"{'a': 0.3980621299177269, 'e': 0.28659074979413424}",35,17,3.0676578567851838,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
115,False,"{'a': 0.397266801251667, 'e': 0.2849578942990102}",20,14,12.383979770279147,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
116,False,"{'a': 0.39647306165334184, 'e': 0.2833306472485043}",25,14,10.5939202843454,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
117,False,"{'a': 0.3956809079477919, 'e': 0.28170903159979}",25,14,20.763810840272065,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
118,False,"{'a': 0.39489033696640136, 'e': 0.28009306979226756}",25,4,22.645163931204575,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
119,False,"{'a': 0.3941013455468852, 'e': 0.2784827837485627}",25,4,-14.165117313094786,"{0: 16, 1: 3, 2: 1, 3: 1, 4: 0}",1
120,False,"{'a': 0.39331393053327673, 'e': 0.27687819487561016}",25,18,10.374970470336907,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
121,False,"{'a': 0.3925280887759148, 'e': 0.2752793240658178}",30,14,10.174975120663696,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
122,False,"{'a': 0.39174381713143125, 'e': 0.273686191698313}",20,14,-1.769396040916384,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
123,False,"{'a': 0.3909611124627386, 'e': 0.2720988176402692}",25,1,11.481954087346608,"{0: 20, 1: 4, 2: 0, 3: 0, 4: 0}",1
124,False,"{'a': 0.39017997163901713, 'e': 0.27051722124831057}",20,5,-33.5577170884243,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 1}",1
125,False,"{'a': 0.38940039153570244, 'e': 0.2689414213699951}",25,6,-38.57613077793264,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 1}",1
126,False,"{'a': 0.38862236903447306, 'e': 0.26737143634537386}",30,4,-13.024197134856232,"{0: 21, 1: 1, 2: 4, 3: 0, 4: 0}",1
127,False,"{'a': 0.387845901023238, 'e': 0.2658072840086264}",25,18,12.365966411233652,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
128,False,"{'a': 0.3870709843961242, 'e': 0.2642489816897695}",30,6,-63.4852223610577,"{0: 21, 1: 0, 2: 0, 3: 1, 4: 2}",1
129,False,"{'a': 0.386297616053464, 'e': 0.2626965462164407}",20,9,15.293376348970016,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
130,False,"{'a': 0.3855257929017831, 'e': 0.2611499939157511}",25,0,32.93491647803832,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
131,False,"{'a': 0.3847555118537879, 'e': 0.2596093406162111}",25,14,7.23120778637697,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
132,False,"{'a': 0.38398676982835306, 'e': 0.25807460164972573}",25,11,22.102151562578847,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
133,False,"{'a': 0.3832195637505096, 'e': 0.2565457918536562}",20,6,-33.03722774580728,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
134,False,"{'a': 0.382453890551432, 'e': 0.25502292557295014}",20,0,-26.13199821883679,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
135,False,"{'a': 0.3816897471684266, 'e': 0.25350601666233785}",20,16,9.74730856537325,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
136,False,"{'a': 0.3809271305449188, 'e': 0.2519950784885917}",25,3,34.480646735697896,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
137,False,"{'a': 0.38016603763044104, 'e': 0.2504901239328503}",20,0,4.862849468143351,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
138,False,"{'a': 0.37940646538062067, 'e': 0.2489911653930037}",25,0,29.607177975357644,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
139,False,"{'a': 0.37864841075716776, 'e': 0.2474982147861402}",20,11,-9.23453474363752,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
140,False,"{'a': 0.37789187072786273, 'e': 0.24601128355105184}",20,6,-15.407204753140388,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
141,False,"{'a': 0.3771368422665445, 'e': 0.2445303826507994}",20,13,-5.194500644942534,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
142,False,"{'a': 0.3763833223530981, 'e': 0.2430555225753328}",30,0,-1.1967892521686996,"{0: 26, 1: 2, 2: 1, 3: 1, 4: 0}",0
143,False,"{'a': 0.375631307973443, 'e': 0.2415867133441686}",20,2,-10.229855472783328,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 0}",1
144,False,"{'a': 0.37488079611952063, 'e': 0.24012396450912177}",20,0,-19.027950361651836,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
145,False,"{'a': 0.37413178378928263, 'e': 0.23866728515708957}",20,12,1.5306403401709014,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
146,False,"{'a': 0.37338426798667856, 'e': 0.23721668391288897}",20,14,13.6871777424751,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
147,False,"{'a': 0.37263824572164433, 'e': 0.2357721689421437}",25,6,15.223701758817366,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 0}",1
148,False,"{'a': 0.3718937140100898, 'e': 0.2343337479542208}",20,11,5.1810943723642335,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
149,False,"{'a': 0.3711506698738872, 'e': 0.2329014282052153}",20,10,-16.17147054447977,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",1
150,False,"{'a': 0.37040911034085894, 'e': 0.23147521650098246}",25,0,-39.92019085273152,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
151,False,"{'a': 0.36966903244476595, 'e': 0.23005511920021404}",25,2,4.5871763080965335,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 0}",1
152,False,"{'a': 0.36893043322529556, 'e': 0.22864114221756082}",30,0,-75.54597074141299,"{0: 25, 1: 1, 2: 1, 3: 1, 4: 2}",0
153,False,"{'a': 0.36819330972805003, 'e': 0.2272332910267969}",20,5,11.444461249500781,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
154,False,"{'a': 0.36745765900453436, 'e': 0.2258315706640256}",30,0,44.97381376306361,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
155,False,"{'a': 0.3667234781121446, 'e': 0.2244359857309266}",20,0,-17.035137186072127,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
156,False,"{'a': 0.3659907641141563, 'e': 0.22304654039804273}",30,11,29.292288064976756,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
157,False,"{'a': 0.36525951407971247, 'e': 0.22166323840810376}",20,7,22.042600683592585,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
158,False,"{'a': 0.3645297250838119, 'e': 0.22028608307938724}",20,8,-34.460732881403985,"{0: 8, 1: 0, 2: 3, 3: 1, 4: 0}",1
159,False,"{'a': 0.36380139420729773, 'e': 0.21891507730911575}",20,3,6.411201841227372,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
160,False,"{'a': 0.36307451853684547, 'e': 0.21755022357688758}",25,11,22.860559965727532,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
161,False,"{'a': 0.36234909516495145, 'e': 0.21619152394814045}",25,16,5.713729628221493,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
162,False,"{'a': 0.3616251211899212, 'e': 0.21483898007764857}",20,15,-9.428575117660323,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
163,False,"{'a': 0.3609025937158579, 'e': 0.21349259321304825}",20,16,7.524534984522973,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
164,False,"{'a': 0.3601815098526507, 'e': 0.2121523641983949}",20,0,10.916371613745227,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
165,False,"{'a': 0.3594618667159631, 'e': 0.21081829347774705}",20,13,11.95919120966721,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
166,False,"{'a': 0.35874366142722164, 'e': 0.2094903810987787}",25,17,15.42512099393146,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
167,False,"{'a': 0.35802689111360425, 'e': 0.20816862671641623}",20,13,10.786081457410951,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
168,False,"{'a': 0.35731155290802863, 'e': 0.20685302959650098}",30,0,3.349812158149464,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 1}",1
169,False,"{'a': 0.3565976439491411, 'e': 0.2055435886194753}",30,0,17.61871106509947,"{0: 29, 1: 0, 2: 0, 3: 1, 4: 0}",0
170,False,"{'a': 0.3558851613813048, 'e': 0.20424030228409173}",30,14,1.6389355283721854,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
171,False,"{'a': 0.35517410235458863, 'e': 0.2029431687111416}",20,0,-16.515102242008375,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
172,False,"{'a': 0.35446446402475534, 'e': 0.2016521856472061}",25,17,15.693829967255956,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
173,False,"{'a': 0.35375624355325086, 'e': 0.2003673504684249}",25,18,14.21395293880759,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
